product_id,date,stake,gross_revenue,free_bets,jackpot_contribution,vat,monthly_revenue
product_1,2020-01-01,4879.648184429082,671.2458013702789,336.30105911256317,133.12506579137136,134.24916027405578,67.57051619228855
product_1,2020-01-31,4472.569017510021,764.1827656473229,346.31297611308224,251.43458689443307,152.8365531294646,13.598649510342966
product_1,2020-03-01,4778.456877896093,1783.79418382545,248.58738200421365,185.35417206036416,356.75883676509005,993.0937929957822
product_1,2020-03-31,4475.619937914873,1469.0949373216074,15.19352984841843,279.2846086520933,293.8189874643215,880.7978113567742
product_1,2020-04-30,3758.1070041262446,1392.7745778024764,107.83757619885859,197.66564106979715,278.5549155604953,808.7164449733252
product_1,2020-05-30,2575.4576226166337,928.4349361899968,53.29651515399536,197.3535913809108,185.68698723799938,492.09784241709144
product_1,2020-06-29,4997.654903082666,596.1443432678947,488.58709211065866,122.07238821686119,119.22886865357894,-133.7440057132041
product_1,2020-07-29,4483.013801349036,1851.2793493382583,283.5081304933339,221.53476277539795,370.25586986765165,975.9805862018748
product_1,2020-08-28,4514.062245205392,1181.1320516125759,163.51658078161935,200.27801566907542,236.2264103225152,581.1110448393658
product_1,2020-09-27,4231.3837677650345,1713.3467550574446,398.9068244293172,130.6749944438799,342.66935101148897,841.0955851727585
product_1,2020-10-27,4271.336864700086,632.5150343401101,272.2445489804248,1.7275981494364712,126.50300686802203,232.03988034222684
product_1,2020-11-26,2298.343319601081,566.7361001850825,198.08634580462768,208.64016200695866,113.3472200370165,46.662372336479635
product_1,2020-12-26,2554.232405081383,713.8503568504684,118.77206543716373,111.97553748880202,142.7700713700937,340.33268255440896
product_1,2021-01-25,1909.078509052606,246.8025569118961,301.72429669068896,200.46383956650487,49.36051138237922,-304.746090727677
product_1,2021-02-24,3477.961384038458,992.601892831934,189.8928900896149,259.00009487154756,198.52037856638682,345.1885293043847
product_1,2021-03-26,3076.3271405448722,897.2808002183244,12.821032903217844,102.3743482878469,179.4561600436649,602.6292589835947
product_1,2021-04-25,2520.782475143428,654.2164382234924,290.08618461366615,160.08076401806355,130.8432876446985,73.20620194706424
product_1,2021-05-25,3431.6203711737785,1393.0776298685012,406.49286935804673,215.4369228679483,278.61552597370024,492.5323116688059
product_1,2021-06-24,4822.094783819739,517.3771751096722,97.88899284177305,2.268862493442636,103.47543502193444,313.74388475252204
product_1,2021-07-24,3589.898856618412,1648.5254220154266,121.74114828814963,278.110363438892,329.7050844030853,918.9688258852996
product_1,2021-08-23,1241.0695611582435,587.9870000030132,175.8113436198172,30.426248534764955,117.59740000060265,264.15200784782843
product_1,2021-09-22,2943.4870367453022,596.6761030446372,142.4364509809614,92.18698947788597,119.33522060892744,242.7174419768624
product_1,2021-10-22,4212.103591330653,1329.6116190491691,155.65384957800183,183.1001349932755,265.9223238098338,724.9353106680578
product_1,2021-11-21,3864.6026968927745,807.8936490782825,206.77455076267574,36.56582800108426,161.57872981565652,402.97454049886596
product_1,2021-12-21,1724.5973981387212,642.3213713234077,90.71917384781347,157.54901510011805,128.46427426468153,265.5889081107947
product_1,2022-01-20,3836.1850468897305,547.618366382429,283.6561098144518,76.96883511040913,109.52367327648581,77.4697481810823
product_1,2022-02-19,4851.707500950319,1423.5795665922046,402.99627488757903,165.06796264687853,284.7159133184409,570.7994157393061
product_1,2022-03-21,1173.6501314192767,414.60429121161576,475.7016711033285,180.48354604389937,82.92085824232316,-324.5017841779353
product_1,2022-04-20,4276.755437707161,1940.2894638431644,114.03988597446624,63.61345197246799,388.0578927686329,1374.5782331275973
product_1,2022-05-20,3443.923955403967,910.6127129485354,419.9306514333602,270.0069370194033,182.1225425897071,38.5525819060648
product_1,2022-06-19,2413.6855172108726,470.06096678122776,390.2627576219309,82.44181066444082,94.01219335624556,-96.65579486138954
product_1,2022-07-19,4290.457274054714,1156.258076470502,333.7749496457352,28.660594150400453,231.2516152941004,562.5709173802659
product_1,2022-08-18,3495.437298706292,981.1939677138581,293.30423158773704,50.40426232345902,196.23879354277165,441.24668025989035
product_1,2022-09-17,3947.4949797767285,1757.104350844844,108.36990004538782,28.71436665604852,351.4208701689688,1268.599213974439
product_1,2022-10-17,1094.5543441853456,390.5245122798791,303.54701804439037,164.009223814221,78.10490245597583,-155.1366320347081
product_1,2022-11-16,1927.7883844639018,494.2124537759681,297.23816759308653,149.0300576577508,98.84249075519362,-50.89826223006288
product_1,2022-12-16,4951.142080859549,765.3272482402372,347.5722770237969,121.29563043128763,153.06544964804743,143.3938911371052
product_1,2023-01-15,2712.798459702459,1049.9590913156167,346.21807566218484,297.37679811065647,209.99181826312335,196.37239927965194
product_1,2023-02-14,1513.5771578165009,214.38891066811368,362.1694085643706,173.51607510192272,42.87778213362274,-364.1743551318024
product_1,2023-03-16,2096.642666239223,276.2698816431646,42.82912479821527,268.25726239923546,55.253976328632916,-90.07048188291907
product_1,2023-04-15,1767.4692988749716,405.36665315486675,113.328201113494,106.49889174958119,81.07333063097336,104.4662296608182
product_1,2023-05-15,1277.6953709843735,393.0496539414829,33.80628179610745,240.10695234670848,78.6099307882966,40.5264890103704
product_1,2023-06-14,1934.848327641732,611.4212927158321,440.0395437807291,195.26321071415825,122.28425854316643,-146.16572032222166
product_1,2023-07-14,3131.831146205341,719.4865345294969,166.50095652909897,200.84608655945704,143.8973069058994,208.2421845350415
product_1,2023-08-13,4976.55744488467,1815.1280435130125,278.8917086850125,219.19515307177383,363.02560870260254,954.0155730536237
product_1,2023-09-12,2860.822449134873,354.90487045584206,281.1484079389549,287.28758535161404,70.98097409116842,-284.5120969258953
product_1,2023-10-12,1701.2117694306385,639.6589534345915,100.46684432952824,160.74830534192438,127.9317906869183,250.5120130762205
product_1,2023-11-11,1386.7057985868785,388.4833753883786,378.08166444762304,104.27145727169463,77.69667507767572,-171.56642140861481
product_1,2023-12-11,3659.6468979488723,1530.391082385961,463.5889097397263,70.39262455663606,306.0782164771922,690.3313316124065
product_1,2024-01-10,2597.2636632372323,418.0721955711532,496.2417510791876,278.1002903772886,83.61443911423065,-439.8842849995537
product_1,2024-02-09,3159.8285211222383,1380.2551798342772,260.4789886360211,187.07570640082793,276.05103596685547,656.6494488305727
product_1,2024-03-10,1356.4977284640665,545.4588167584149,63.85674181761741,247.82028907575852,109.09176335168297,124.69002251335593
product_1,2024-04-09,4128.112350681544,1583.1223311612898,18.08019026238106,90.93850678359858,316.624466232258,1157.479167883052
product_1,2024-05-09,2052.4502796433717,500.9098560542086,43.82137338191927,281.08734690931885,100.18197121084172,75.81916455212875
product_1,2024-06-08,3215.208962849505,714.450697083388,198.49075853714172,134.16076215145068,142.8901394166776,238.90903697811805
product_1,2024-07-08,3402.377333442469,1042.0521317911066,459.6959866072087,149.08904487174908,208.41042635822134,224.85667395392755
product_1,2024-08-07,4968.632059293251,2189.030142383199,104.2552571786679,279.1785643931749,437.80602847663977,1367.7902923347165
product_1,2024-09-06,1465.4655915419044,625.724327398111,190.31164673829005,263.39229613352086,125.1448654796222,46.875519046677866
product_1,2024-10-06,4472.226760429801,1888.9351325694286,395.01521815353067,91.40374172941223,377.78702651388573,1024.7291461726
product_1,2024-11-05,1323.6771322050088,345.73397216583317,86.76225749325434,208.48532667073852,69.14679443316663,-18.660406431326294
product_1,2024-12-05,2384.398906151142,1168.937448919225,320.486038672666,246.74416909030828,233.78748978384502,367.9197513724058
product_1,2025-01-04,1530.0986909673938,680.5967614648497,461.37859525669717,146.11857564568078,136.11935229296995,-63.0197617304982
product_1,2025-02-03,3425.01175100391,1390.294197250679,87.41931363020628,150.76982293903274,278.0588394501358,874.0462212313041
product_1,2025-03-05,2594.6521110892527,411.38104621786186,183.7672111457657,20.45169281564807,82.27620924357238,124.8859330128757
product_1,2025-04-04,1103.2476277979479,169.97351792711868,481.5575557945869,164.85886076850508,33.994703585423736,-510.437602221397
product_1,2025-05-04,4863.28864461288,1327.6736726621252,155.9080665426298,151.84255885207324,265.53473453242503,754.3883127349973
product_1,2025-06-03,2758.0467545316405,392.3759312518494,320.4131573451031,64.81145475287988,78.47518625036989,-71.32386709650348
product_1,2025-07-03,3478.3518195913184,1252.486443096484,76.01242656432406,18.404888133200448,250.4972886192968,907.5718397796627
product_1,2025-08-02,4123.046344273759,1170.6160169544244,29.081897752737895,298.45989515093015,234.1232033908849,608.9510206598715
product_1,2025-09-01,1231.1222439854666,465.3815566390644,491.8394626317068,71.75403126477768,93.07631132781289,-191.28824858523296
product_1,2025-10-01,1568.9974747487847,233.08081284540853,151.63757378379776,30.31374330319401,46.61616256908171,4.51333318933505
product_1,2025-10-31,3768.6453667765277,470.76681524206856,254.71106407489486,299.00905615589306,94.15336304841372,-177.1066680371331
product_1,2025-11-30,4255.881078024075,1472.9084142023917,153.12681039330585,187.16875088749154,294.5816828404783,838.031170081116
product_1,2025-12-30,3108.1658556466064,840.5517157512279,65.35518837009974,265.98126457214,168.1103431502456,341.1049196587426
product_1,2026-01-29,2799.1385952852897,497.8240132680774,183.8796754386448,124.2389257586781,99.56480265361549,90.14060941713899
product_1,2026-02-28,4310.151582267497,1695.8108314871165,384.6524468206699,3.309379328594164,339.1621662974233,968.6868390404293
product_1,2026-03-30,2664.615992719046,779.5005290516106,9.596138411528344,77.94396262351026,155.90010581032212,536.0603222062498
product_1,2026-04-29,4041.15929248854,625.7487938076995,267.65506572629585,64.56056160517124,125.1497587615399,168.3834077146925
product_1,2026-05-29,1048.4830985755732,206.00657051552213,487.9368774550269,240.46113356489687,41.20131410310443,-563.5927546075061
product_1,2026-06-28,4838.306577284134,1427.9856295218465,54.868099338751755,164.3878466921079,285.5971259043693,923.1325575866176
product_1,2026-07-28,2817.5093382398436,1233.3445199951125,49.04129039212229,146.47234110653346,246.66890399902252,791.1619844974342
product_1,2026-08-27,1600.1946587759371,367.837339494634,368.67853869389984,142.80543881062997,73.56746789892681,-217.2141059088226
product_1,2026-09-26,2503.553140583077,645.3922444981224,229.72338420299332,235.50496315111707,129.07844889962448,51.08544824438755
product_1,2026-10-26,4568.338755760938,2202.550864807542,393.45169312764756,94.62206872440382,440.51017296150843,1273.9669299939821
product_1,2026-11-25,3752.5388243461684,1032.1029675038294,127.33531102302558,252.2614738277768,206.4205935007659,446.08558915226115
product_1,2026-12-25,1153.7053958493,531.5176100243109,230.7387323123671,191.16044304248413,106.30352200486219,3.3149126645974576
product_1,2027-01-24,3637.415688823131,1666.1076942382613,318.33484108360364,184.18007542801854,333.22153884765225,830.371238878987
product_1,2027-02-23,1266.6081622427598,389.3087490114437,75.08450040852082,221.23013061644568,77.86174980228874,15.13236818418848
product_1,2027-03-25,3048.887683250698,1134.4640074583992,20.836450301192134,25.437604813740965,226.89280149167985,861.2971508517862
product_1,2027-04-24,3865.293552250729,497.98020288665185,35.6283638826293,3.632542570466235,99.59604057733037,359.12325585622597
product_1,2027-05-24,4826.0055931979205,1906.2883464315482,176.6257042510321,88.96067438629657,381.2576692863097,1259.4442985079097
